event_id,event_time,location,rock_type,depth,compressive_strength,tensile_strength,tangential_stress,brittleness_ratio,elastic_strain_energy,density,signal_energy,event_duration,dominant_frequency,signal_rms,seismic_event_rate,peak_ground_acceleration,gutenberg_richter_b,cumulative_seismic_energy,axial_stress,radial_stress,strain_rate,intensity_label,seismic_pulses,total_seismic_energy,rockburst_grade
RB04936,7/2/2000 18:26,Balochistan Deep Shaft,Limestone,939,90.6,8.1,107.4,3.35,2.05,2.52,0.59,0.88,6.42,0.072,19,0.92,1.18,434.6,108.2,84.4,0.0049,IV,792,34140,0
RB00573,4/18/2002 16:56,Gilgit Drift Alpha,Granite,551,133.9,10.9,77.2,3.5,2.79,2.71,0.33,1.99,5.59,0.08,8.7,0.68,0.91,316.7,90.4,67.3,0.0036,I,761,56900,3
RB02300,7/30/2003 10:17,Skardu Access Tunnel,Migmatite,634,120.3,10.7,87.1,3.24,3.2,2.58,0.43,0.99,6.73,0.071,14.4,0.75,0.95,366.9,99,76.5,0.0043,II,1033,59360,0
RB03509,1/14/2012 4:19,Attock Rock Shaft,Marble,782,111.7,10.3,93.1,2.88,2.91,2.68,0.5,1.58,6.02,0.077,16,0.85,0.93,374.3,97.4,79.4,0.0047,III,868,39100,0
RB02460,10/1/2000 5:42,Makran Fault Shaft,Andesite,607,117.4,9.3,82.9,3.46,2.78,2.68,0.4,1.92,6.09,0.069,12.8,0.77,1.23,353.8,97.5,79,0.0045,II,649,37050,0
RB03610,12/2/2006 11:51,Reko Diq Zone 3,Chalk,711,114.8,10.2,93,2.96,3.3,2.79,0.53,1.5,7.12,0.075,15.8,0.8,1.25,403.9,98.6,77,0.0047,III,584,26830,0
RB04555,3/21/1995 5:47,Mansehra Mid Tunnel,Dolomite,900,93.4,7,103.5,3.69,2.39,2.76,0.56,1.39,7.23,0.073,19.3,0.91,1.29,434.6,101.8,82.4,0.005,IV,507,24870,0
RB02209,11/24/2000 15:08,Makran Fault Shaft,Basalt,615,119,9.8,84.2,3.01,2.12,2.62,0.45,1.2,6.92,0.075,14.8,0.77,0.93,368.1,91.4,78.6,0.0043,II,481,23710,0
RB04721,8/6/2023 5:08,Skardu Access Tunnel,Migmatite,914,92.6,9.3,106.2,3.38,2.1,2.71,0.6,1.03,5.86,0.072,19.1,0.93,1.24,449.1,100.9,84.2,0.0048,IV,488,37670,0
RB02756,4/5/2010 11:24,Attock Rock Shaft,Phyllite,739,111.8,10.1,98.7,2.83,2,2.53,0.53,0.81,6.26,0.07,15.9,0.8,1.01,370.5,101.7,84.9,0.0047,III,510,29480,0
RB00384,1/16/1997 0:06,Tunnel B-12,Andesite,547,136.7,11.9,74.9,3.28,2.21,2.57,0.36,1,7.05,0.071,8.3,0.68,1.09,311.6,86.6,73.5,0.0036,I,772,77040,0
RB00853,1/3/2017 15:41,Buner Basin Tunnel,Conglomerate,574,125.4,11.4,71.5,2.8,2.98,2.61,0.33,1.34,6.53,0.074,9.7,0.7,1.19,328.4,92.8,69.6,0.0037,I,1007,48980,0
RB01881,4/11/2018 8:57,Gilgit Drift Alpha,Basalt,625,121.4,10.6,81.6,2.55,2.56,2.54,0.45,1.39,6.87,0.063,14.5,0.76,1.14,368.3,97.1,73.1,0.0044,II,987,76610,0
RB00371,4/8/2018 17:08,Khewra Drift,Chalk,546,135.6,11.6,71.8,3.41,2.74,2.64,0.38,1.16,6.07,0.064,10,0.64,1.19,332.1,93.6,68.5,0.004,I,1360,99010,0
RB02379,4/26/2003 19:10,Gawadar Support Shaft,Andesite,642,124.6,11.3,83,2.78,2.53,2.72,0.43,1.1,6.53,0.077,13.9,0.79,1.01,366,96.7,78.1,0.0043,II,1327,78580,0
RB04324,9/5/2009 16:09,Makran Fault Shaft,Quartzite,889,93.5,8.5,106.6,2.99,3.37,2.79,0.54,1.96,6.76,0.076,19.9,0.93,1.14,424,103.2,88.2,0.005,IV,1038,68690,0
RB01106,7/6/2014 11:15,Khewra Drift,Sandstone,547,127.1,12.5,73.5,3.12,2.62,2.55,0.4,1.37,7.47,0.084,9.4,0.7,1.02,337.1,88.8,71.9,0.0037,I,482,23040,0
RB03414,10/29/2020 4:44,Khewra Drift,Granite,787,106.6,9.5,96.5,2.98,2.01,2.54,0.5,1.82,7.11,0.088,17.3,0.85,1.07,401.8,96.1,77.8,0.0047,III,697,38900,0
RB03947,9/7/2024 8:06,Karak Tunnel,Chalk,919,90.7,8.2,100.7,3.2,3.41,2.51,0.6,0.89,5.62,0.067,18.2,0.95,0.93,439.1,100,81.7,0.0049,IV,656,35370,0
RB01337,7/4/2003 19:27,Khewra Drift,Limestone,677,118.4,10.1,88.7,3.07,3.14,2.68,0.46,1.75,6.89,0.089,12.6,0.75,1.13,332.4,91.9,72.2,0.0041,II,591,30810,0
RB02190,3/18/2021 5:24,Mansehra Mid Tunnel,Granite,667,116.5,11.8,85.3,2.66,2.21,2.76,0.4,1.6,5.57,0.075,12.9,0.75,1,349.5,95.5,71,0.0043,II,556,19640,0
RB04595,7/11/1996 11:16,Buner Basin Tunnel,Shale,926,98.7,9.1,108.3,2.55,2.11,2.54,0.6,1.37,6.69,0.078,19.9,0.95,1.12,427.4,112.9,88.2,0.0049,IV,462,24020,0
RB02320,8/3/2005 1:37,Gawadar Support Shaft,Dolomite,602,118.4,11.5,85.5,3.64,2.54,2.64,0.4,1.34,6.32,0.074,12.5,0.71,1.17,345.1,91,74.7,0.0042,II,538,31780,0
RB04706,10/2/2008 11:26,Kohat Underground,Conglomerate,869,102.9,8.2,104.1,2.86,2.3,2.79,0.58,1.95,7.28,0.065,18.6,0.99,0.92,433.5,113.5,83,0.0049,IV,488,23880,3
RB03711,2/21/2020 5:09,Makran Fault Shaft,Granite,756,111.5,8.9,90.8,3.28,3.15,2.8,0.52,1.65,6.95,0.076,16.8,0.85,1.18,407.4,103.4,77.8,0.0046,III,362,19820,0
RB04849,8/27/2008 8:51,Tunnel B-12,Andesite,812,97.6,9.3,104.2,3.24,2.02,2.55,0.58,1.72,5.5,0.062,18.2,0.94,1.22,428.6,104.5,82.6,0.0049,IV,178,9530,0
RB01172,5/28/2009 8:09,Buner Basin Tunnel,Chalk,588,138.3,12.5,74.3,3.59,2.29,2.52,0.39,0.92,7.02,0.088,9.8,0.63,1.01,337.9,85.2,68.2,0.0037,I,68,6930,0
RB04326,2/9/1995 10:10,Sindh Line A,Migmatite,822,94.2,7.2,103.7,2.57,2.47,2.77,0.6,1.9,6.36,0.062,18.3,0.98,1.23,429,107,84.8,0.0049,IV,211,6200,0
RB02695,6/24/2019 12:34,Mine X-Delta,Andesite,724,114.8,8.1,97.1,3.09,3.1,2.57,0.52,1.74,7.15,0.071,15,0.89,0.93,403.2,104.1,81.1,0.0046,III,105,4600,0
RB01423,10/25/1993 15:51,Gawadar Support Shaft,Basalt,654,123.4,10.7,88.9,2.91,3.03,2.75,0.42,1.44,5.65,0.061,12.9,0.73,1.16,344.7,95.7,74.6,0.004,II,103,13040,0
RB02342,3/12/2009 11:52,Reko Diq Zone 3,Quartzite,646,116.4,10.8,82.4,3.34,2.74,2.76,0.45,1.09,6.74,0.065,13.7,0.73,1.26,343.6,94.1,77.9,0.0042,II,133,15210,0
RB02652,8/21/1996 2:36,Skardu Access Tunnel,Andesite,754,110.5,8.9,91.7,3.62,2.01,2.62,0.53,1.55,6.15,0.081,17.4,0.82,1.27,374.3,100.2,81.7,0.0048,III,133,7540,0
RB04156,12/29/2019 14:28,Karak Tunnel,Migmatite,878,97.9,7.9,100.2,2.62,2.56,2.76,0.57,1.17,6.89,0.061,18.4,0.93,1.05,440.6,107.1,80.4,0.0049,IV,94,2580,0
RB01465,12/27/2006 14:08,Qasim Tunnel,Andesite,640,119.8,9.1,89,2.82,2.77,2.53,0.45,1.66,5.78,0.063,12.3,0.75,1.21,332.2,92.3,71.2,0.0043,II,93,5660,0
RB00875,10/9/2016 9:36,Thar Block A,Dolomite,516,133.9,12,75.3,2.64,2.48,2.62,0.31,1.9,7.4,0.062,10.5,0.6,0.97,344.5,89.1,66.6,0.0037,I,181,22720,0
RB03340,8/20/2012 5:05,Karak Tunnel,Gneiss,727,108.3,8.6,90.7,3.63,2.17,2.61,0.49,1.55,6.97,0.084,16.1,0.83,1.23,397.5,99.7,76.8,0.0046,III,375,36940,0
RB04341,9/20/2006 15:14,Thar Block A,Sandstone,883,92.6,9.8,106.6,2.61,2.65,2.72,0.56,1.64,7.2,0.077,18.2,0.97,1.15,424.1,106.2,87.9,0.0048,IV,496,65960,0
RB01252,9/8/2003 14:25,Skardu Access Tunnel,Andesite,607,115.1,9.7,84.3,3.36,2.31,2.59,0.47,1.56,5.74,0.061,14.8,0.8,1.03,351.3,99,70.8,0.0043,II,485,49120,0
RB02349,11/27/2022 18:02,Sanghar Section 1,Marble,616,115.3,9.8,89.8,2.58,2.63,2.71,0.44,1.06,6.98,0.077,13.1,0.8,1.02,361.5,97.8,73.1,0.0042,II,747,93280,0
RB00841,4/11/2007 10:57,Reko Diq Zone 3,Marble,579,130.3,11.7,73.4,3.46,2.24,2.55,0.38,1.13,6.52,0.073,9.5,0.68,1.27,305.3,88.5,67.7,0.0037,I,519,36410,0
RB04569,8/11/2021 3:26,Buner Basin Tunnel,Sandstone,813,103,8.2,103,3.7,3.33,2.56,0.59,0.92,6.6,0.069,20,0.97,1.27,448.4,100.2,84,0.0049,IV,290,32660,0
RB00582,5/30/2024 0:26,Buner Basin Tunnel,Conglomerate,564,138.7,14,78.1,3.68,3.47,2.79,0.31,1.79,6.82,0.062,8.3,0.66,1.15,346.7,94.1,66.7,0.004,I,433,48110,0
RB00205,12/6/2010 20:52,Sanghar Section 1,Granite,517,136.5,13.1,76.8,2.92,3.44,2.52,0.32,1.98,5.75,0.089,8.5,0.64,1.17,316.2,92.7,71.7,0.0037,I,576,52020,0
RB01642,5/17/2013 15:07,Dir Valley Route,Chalk,658,124.8,9.5,82.4,2.54,2.31,2.7,0.44,1.44,6.83,0.085,12.5,0.8,1.21,352.8,94.3,74.5,0.0041,II,426,54900,0
RB02015,6/8/2001 6:48,Tunnel B-12,Sandstone,697,120.9,10.9,83.6,3.52,2.88,2.67,0.47,1.9,7.47,0.075,14.1,0.72,0.9,332.8,95.5,74.8,0.0042,II,363,32920,0
RB00906,8/16/2001 1:06,Buner Basin Tunnel,Migmatite,503,125.3,12.1,71.1,2.77,3.08,2.6,0.31,1.27,7.26,0.087,11.5,0.63,1.22,340.5,92.5,69.4,0.0037,I,531,48050,0
RB00632,10/14/2003 7:20,Tunnel B-12,Marble,598,129.6,14,77.4,3.25,2.21,2.65,0.3,1.51,6.32,0.062,11.7,0.61,1.02,333.9,90.6,69.1,0.0039,I,726,39280,0
RB03365,10/21/2010 23:47,Tunnel B-12,Shale,720,112.4,8,95.7,2.74,2.2,2.76,0.49,1.4,6.08,0.072,15.3,0.88,1.27,377.8,96.8,82.6,0.0046,III,410,38240,3
RB01975,1/23/2008 6:45,Gilgit Drift Alpha,Dolomite,600,119.3,11.2,81.2,3.4,2.01,2.66,0.42,1.16,6.38,0.067,12.3,0.72,0.93,354.9,90.9,77.5,0.0044,II,414,36650,0
RB00163,6/23/2008 16:39,Skardu Access Tunnel,Basalt,569,139.1,12,70.1,3.53,2.88,2.71,0.32,1.43,6.67,0.082,9,0.63,1.2,309,91.9,72.1,0.0039,I,266,17720,0
RB03173,9/29/2021 5:05,Qasim Tunnel,Migmatite,710,112.2,8.8,92.9,2.66,3.45,2.53,0.49,1.8,6.76,0.076,15.1,0.9,1.21,393.2,96.4,81.2,0.0048,III,398,40620,0
RB03613,1/3/2000 16:18,Makran Fault Shaft,Conglomerate,740,110.8,9.6,98.7,3.31,2.65,2.72,0.51,1.93,6.42,0.078,17.1,0.84,1.13,404.8,100.1,82.9,0.0047,III,469,52380,0
RB04676,4/19/2011 22:46,Sanghar Section 1,Dolomite,819,94.8,9.3,101.6,3.38,2.62,2.65,0.56,1.88,5.51,0.089,18.5,0.95,1.1,440.9,104.2,88.8,0.0049,IV,315,20420,0
RB00618,4/1/2006 5:55,Skardu Access Tunnel,Slate,520,133.5,10.8,74.7,2.89,2.81,2.58,0.39,1.23,6.05,0.074,9.9,0.69,1.28,333.1,92.2,73.5,0.0036,I,266,21070,0
RB04069,8/11/2013 1:13,Mansehra Mid Tunnel,Conglomerate,929,97.9,9.8,105.2,3.66,2.29,2.59,0.55,0.88,6.53,0.077,18.4,0.98,1.12,411.6,102.1,85.8,0.0049,IV,193,12850,0
RB01432,3/18/2020 15:49,Karak Tunnel,Marble,663,122.6,10.3,82,3.37,2.58,2.75,0.47,1.79,7.19,0.086,13.9,0.79,1.23,344.2,96.9,72.9,0.0041,II,164,8450,0
RB00548,1/19/1997 0:51,Karak Tunnel,Gneiss,544,138.2,11.9,71.1,3.21,2.6,2.5,0.33,1.8,6.64,0.088,8,0.64,1.17,313.9,92.3,74.4,0.0038,I,153,13320,0
RB03335,7/16/2019 3:41,Gilgit Drift Alpha,Slate,710,105.3,9.5,98.2,2.53,3.08,2.79,0.49,1.61,6.9,0.077,16.4,0.84,1.3,381,102.2,75.4,0.0045,III,165,9060,0
RB04547,10/14/2024 9:37,Skardu Access Tunnel,Sandstone,804,90.6,7.4,109.1,2.54,3.22,2.52,0.58,1.99,5.61,0.067,19.3,0.92,1.09,424.2,103.8,81,0.0049,IV,481,58570,0
RB04224,11/30/2017 12:08,Buner Basin Tunnel,Chalk,824,92.6,9.4,104.3,2.58,3,2.76,0.57,1.87,5.8,0.089,19.2,0.98,1.2,449.7,108.1,81.5,0.005,IV,396,31460,0
RB02388,9/25/2001 1:19,Mansehra Mid Tunnel,Marble,609,119.7,9.7,83,2.65,2.47,2.75,0.47,0.87,6.65,0.069,13.9,0.79,1.22,363.6,90,76.2,0.0043,II,480,30980,0
RB04244,10/10/2012 19:50,Reko Diq Zone 3,Dolomite,809,100,8.3,108.3,3.28,2.36,2.7,0.59,1.58,6.59,0.061,19,0.98,1.18,419.4,109.7,86.2,0.0049,IV,375,30180,0
RB03996,9/21/2012 3:55,Khewra Drift,Granite,940,93.3,7.8,102.4,2.85,3.41,2.76,0.59,1.21,5.76,0.084,19.5,0.93,1.18,423.2,103.9,87.7,0.005,IV,491,45450,0
RB04066,1/4/2007 23:47,Sanghar Section 1,Slate,862,97.9,7.1,107,2.7,2.56,2.71,0.6,1.48,6.54,0.063,18.6,0.98,1.09,411.3,112.3,87.4,0.0048,IV,320,18590,0
RB01862,12/21/2009 15:25,Kohat Underground,Basalt,641,123.5,10.1,87.9,2.74,3.41,2.7,0.43,1.54,6.33,0.074,14,0.75,1.11,337.8,92.3,77.6,0.0044,II,388,32470,0
RB00641,6/23/1994 5:44,Gilgit Drift Alpha,Shale,567,127.6,11.3,71,3.24,2.94,2.72,0.4,1.29,6.64,0.09,8.8,0.62,1.2,308.2,86.8,69.2,0.0039,I,625,61200,0
RB03903,11/27/1999 17:07,Thar Block A,Chalk,916,90.3,9.5,101.4,2.68,2.2,2.7,0.56,0.88,5.76,0.068,18.6,0.95,0.99,424,110.7,89.8,0.005,IV,773,57200,0
RB00638,12/7/1994 0:29,Khewra Drift,Sandstone,502,129.1,12,78.3,2.57,3.13,2.72,0.35,1.93,6.05,0.069,11.6,0.65,1.14,303.4,90,72.3,0.0037,I,574,37580,0
RB04263,12/23/2015 5:37,Mine X-Delta,Gneiss,865,98.6,9.8,100.6,3.6,3.26,2.68,0.56,1.98,7.45,0.067,19.1,0.98,1.09,435.4,111.7,80.2,0.0048,IV,368,21680,0
RB03911,6/10/2018 16:34,Mansehra Mid Tunnel,Andesite,882,94.3,7.6,105.1,2.9,2.81,2.56,0.55,1.13,5.98,0.088,19.7,0.95,1.29,448.5,106.3,82.9,0.0049,IV,348,23170,0
RB02987,5/14/2023 8:07,Gilgit Drift Alpha,Quartzite,779,107.2,9.3,97.5,3.06,3.18,2.56,0.53,1.3,7.49,0.09,16.3,0.82,1.24,382,98.1,84,0.0046,III,505,35570,0
RB02097,11/12/2013 10:38,Qasim Tunnel,Chalk,600,115.2,10.7,81.3,3.55,3.1,2.62,0.48,1.23,5.63,0.082,12.8,0.76,1.28,351.2,95.5,72.1,0.0042,II,350,32030,0
RB04612,5/15/2003 22:07,Reko Diq Zone 3,Basalt,931,98.6,8.4,106.9,2.6,3.17,2.73,0.6,1.46,6.47,0.062,19.8,0.99,0.96,447.4,113.9,86,0.0049,IV,766,76200,0
RB03076,2/25/2011 18:20,Skardu Access Tunnel,Marble,718,107.5,8.8,91.4,3.7,3.28,2.74,0.53,1.09,7.28,0.065,17.8,0.86,0.93,379.1,95.5,77.1,0.0045,III,446,28500,0
RB03675,2/11/2020 8:26,Buner Basin Tunnel,Dolomite,760,111.9,10.3,95.3,2.62,3.29,2.51,0.52,1.8,5.82,0.069,17,0.84,1.17,371,102.9,83.6,0.0045,III,457,33590,0
RB02842,11/17/2003 19:23,Kohat Underground,Slate,757,111.3,10.4,93.6,3.1,3.41,2.73,0.5,1.94,7,0.086,17,0.87,1.05,394.1,95.1,77.6,0.0045,III,400,27420,0
RB00922,3/13/2017 16:05,Buner Basin Tunnel,Dolomite,524,127.6,13.1,72.1,3.66,2.09,2.77,0.38,1.56,6.09,0.069,9.4,0.66,1.04,335.8,87.7,70.7,0.004,I,654,73160,0
RB00547,6/19/2013 13:55,Punjab Core Tunnel,Quartzite,574,131.4,13.7,74,3.3,3.08,2.54,0.37,0.89,5.59,0.063,11,0.66,1.07,312.5,88.5,66.3,0.0037,I,525,33780,0
RB03667,12/20/2017 16:13,Skardu Access Tunnel,Gneiss,781,113.8,10.3,93.4,2.57,2.26,2.5,0.54,1.61,6.04,0.087,15.4,0.89,0.95,372.5,103.6,78.1,0.0045,III,402,27200,0
RB01901,7/30/2017 8:55,Tunnel B-12,Phyllite,675,120.8,9.7,89.3,2.51,2.03,2.68,0.43,0.83,5.79,0.086,14.9,0.71,1,339.1,98.5,72.2,0.0044,II,334,21510,0
RB02029,1/3/2015 18:32,Gawadar Support Shaft,Andesite,642,117.5,10,88.1,3.09,2.95,2.66,0.42,1.31,6.77,0.079,13.2,0.74,1.25,364.8,98.3,73.3,0.0043,II,237,17880,0
RB02302,2/24/2015 4:06,Tunnel B-12,Limestone,604,122.3,10.4,80.5,2.53,3.14,2.51,0.43,1.04,6.43,0.063,13,0.71,1.04,344.5,94.5,70.1,0.0041,II,289,19180,0
RB01886,6/12/2006 7:40,Reko Diq Zone 3,Dolomite,698,124.3,10,85.8,2.78,2.2,2.76,0.46,0.93,6.81,0.067,14.3,0.77,1.28,352.4,90.1,73.6,0.0043,II,450,34800,0
RB01643,1/13/2011 16:33,Sanghar Section 1,Basalt,640,120.4,11.4,81.8,3.16,2.71,2.64,0.47,1.8,6.98,0.06,13.3,0.71,1.27,343,92.8,76.3,0.0042,II,390,35010,0
RB03510,4/19/2014 3:24,Gawadar Support Shaft,Gneiss,793,113.7,9.8,96.7,2.81,2.26,2.71,0.52,1.59,6.59,0.076,17.8,0.83,1.1,404.9,102.5,78.4,0.0047,III,335,9140,0
RB04810,9/19/2009 10:16,Sanghar Section 1,Phyllite,828,104.4,8.3,109,3.39,3.18,2.52,0.58,0.95,6.95,0.074,19.4,0.93,1.03,437.4,113,87,0.0048,IV,483,23260,0
RB02098,9/10/2000 20:04,Dir Valley Route,Gneiss,631,122.7,11.2,87,2.87,2.02,2.66,0.41,1.05,6.94,0.089,12.2,0.79,1.27,363.5,92.9,75.9,0.004,II,713,55120,0
RB04358,2/21/2004 3:27,Thar Block A,Conglomerate,841,98.3,9.6,108.2,2.64,2.38,2.69,0.59,1.41,7.42,0.065,18.2,0.93,1.29,430.3,114.5,87.7,0.0049,IV,378,16450,3
RB03789,8/6/2023 17:59,Karak Tunnel,Chalk,895,92.3,9,107.6,3.05,2.45,2.61,0.57,1.53,5.76,0.075,18.3,0.96,1.24,432.9,108.9,82.9,0.005,IV,400,20660,0
RB04495,11/23/2018 6:28,Mansehra Mid Tunnel,Basalt,846,99.9,9.4,102.2,3.34,2.29,2.76,0.58,1.77,7.05,0.089,18.8,0.92,1.01,410.1,100.1,84.7,0.0049,IV,426,30140,0
RB04968,3/30/2003 12:20,Makran Fault Shaft,Limestone,843,102.9,9.2,108.2,3.18,3.41,2.68,0.57,1.67,5.63,0.088,18.7,0.96,1.12,425,113.6,82.1,0.0048,IV,695,52120,0
RB00837,4/12/2009 22:16,Sindh Line A,Shale,514,134.1,12.8,75.6,2.83,2.36,2.52,0.36,0.92,5.82,0.078,10.5,0.62,1.06,319.5,94.4,68.3,0.0037,I,504,25850,0
RB00602,9/6/2016 18:00,Gilgit Drift Alpha,Migmatite,505,137.9,10.1,72.3,2.77,2.34,2.52,0.4,1.18,5.67,0.067,11.6,0.65,1.29,340,86.1,72.9,0.0036,I,411,25160,0
RB02185,9/4/2001 21:51,Dir Valley Route,Basalt,677,122,9.4,89.2,2.96,3.34,2.58,0.42,0.84,6.92,0.063,12.3,0.74,1.26,335.2,94.1,76.2,0.0043,II,389,23860,0
RB03866,3/12/2020 4:43,Sanghar Section 1,Sandstone,942,96.1,7.1,108.9,2.72,3.02,2.78,0.58,1.87,6.6,0.061,19.7,0.92,1.07,423.8,102.7,80.9,0.0049,IV,728,58660,0
RB02482,12/29/2018 14:59,Khewra Drift,Sandstone,617,116,9.6,84.5,3.66,3.3,2.67,0.47,1.02,6.18,0.076,13.9,0.72,1.19,367.8,93,80,0.004,II,555,41060,0
RB04308,1/6/2004 14:06,Makran Fault Shaft,Limestone,866,93.9,9,101.8,3.71,2.43,2.7,0.57,1.26,6.52,0.068,19.3,0.99,1.27,449.8,108.4,84.1,0.0048,IV,483,22440,0
RB01583,8/2/1994 8:30,Skardu Access Tunnel,Conglomerate,623,123.9,9.2,81.2,3.34,3.1,2.51,0.43,1,7.2,0.075,14.7,0.76,0.94,358.5,96.2,78.6,0.0044,II,360,24660,3
RB04267,7/4/2024 17:33,Buner Basin Tunnel,Gneiss,864,92.8,9,106.4,2.63,2.55,2.58,0.56,1.7,7.19,0.084,19,0.93,0.9,410.1,109.9,83.8,0.0049,IV,611,43350,0
RB02534,10/28/1994 22:14,Attock Rock Shaft,Slate,750,107.1,9.8,92.9,3.65,3.42,2.8,0.53,1.42,5.62,0.086,15.3,0.88,1.06,379.3,102.6,78.9,0.0045,III,356,17170,0
RB02726,5/31/2003 13:48,Kohat Underground,Conglomerate,762,107.3,9.7,98.7,3.66,3.41,2.55,0.49,1.03,7.33,0.079,17.5,0.9,1.05,373.1,96.6,80.8,0.0046,III,782,60710,3
RB01071,9/7/2011 3:53,Qasim Tunnel,Quartzite,587,136.2,10.2,73.3,3.38,2.14,2.53,0.32,1.72,6.34,0.073,11,0.61,1.27,332.9,90.9,66.7,0.0038,I,478,28290,0
RB01776,8/15/1992 19:02,Attock Rock Shaft,Gneiss,614,118.2,11.3,89.5,3.51,2.7,2.55,0.46,1.33,6.69,0.063,12.7,0.74,1.23,344,98.5,71.6,0.0041,II,385,22710,0
RB04809,9/8/2010 8:58,Punjab Core Tunnel,Quartzite,808,94.5,7.9,102.1,2.74,2.51,2.78,0.55,1.15,7.46,0.085,18.5,0.92,1.11,420.3,108.8,83.7,0.0049,IV,258,9510,0
RB01284,5/31/2004 10:49,Qasim Tunnel,Basalt,612,116.6,9.3,80.3,3.49,2.02,2.73,0.44,1.15,6.2,0.069,13.5,0.73,1.15,333.6,95.9,79.2,0.0041,II,220,16260,0
RB03051,2/10/2022 17:24,Buner Basin Tunnel,Migmatite,783,107.5,8.5,97.8,3.47,2.71,2.58,0.5,1.94,5.56,0.069,17.2,0.83,1.19,405.4,103.3,77.8,0.0046,III,177,10530,0
RB04754,5/23/1999 12:05,Reko Diq Zone 3,Andesite,823,100.4,9.5,106.8,3.29,2.06,2.69,0.55,0.88,5.79,0.063,18.2,0.96,1.23,440.2,112.8,87.4,0.005,IV,535,47700,0
RB01837,7/9/2021 7:08,Gilgit Drift Alpha,Phyllite,690,117.6,10.6,82.3,3.75,2.14,2.74,0.46,1.74,5.66,0.065,14.6,0.78,1.16,344.1,97.6,79.3,0.0043,II,446,34570,0
RB04243,8/13/2018 1:54,Punjab Core Tunnel,Phyllite,832,99.7,7.5,102.1,2.56,3.46,2.74,0.58,1.18,5.59,0.066,19.1,0.92,0.92,420.7,109.9,88,0.0048,IV,236,7810,0
RB01020,4/9/2000 1:53,Qasim Tunnel,Dolomite,500,125.2,12,79.1,2.97,3.18,2.64,0.36,1.48,6.61,0.062,10,0.6,1.27,314.2,94.6,68.1,0.004,I,354,23170,0
RB04134,12/21/2024 4:20,Tunnel B-12,Conglomerate,932,98.7,9,103.1,2.72,3.07,2.73,0.56,1.71,6.98,0.081,18.8,0.92,0.95,444.7,108.8,87.2,0.0048,IV,316,15650,0
RB01327,6/3/2003 22:57,Khewra Drift,Shale,614,117.5,10.7,82.4,2.57,2.27,2.73,0.43,1.02,7.45,0.068,14,0.73,1.15,331.2,90,78.3,0.0043,II,285,24140,0
RB00476,6/16/2005 0:41,Khewra Drift,Gneiss,577,127.5,12.5,72.6,3.27,2.9,2.55,0.35,1.62,6.55,0.062,8,0.65,0.97,326.1,93.9,65.8,0.0037,I,508,44990,0
RB04272,9/20/1994 5:33,Tunnel B-12,Granite,944,104.6,8.8,105.5,3.19,3.07,2.52,0.54,0.96,6.25,0.067,19.5,0.99,0.97,447.2,100.7,83,0.0049,IV,424,25910,0
RB01652,3/27/1997 6:28,Mansehra Mid Tunnel,Marble,666,116.5,9.1,83.5,3.04,3.22,2.75,0.43,0.84,6.79,0.076,12.7,0.76,0.99,348.7,90.7,75.2,0.0043,II,317,18310,0
RB03999,11/26/1992 1:06,Gilgit Drift Alpha,Andesite,830,97.8,9.9,104.5,2.61,2.28,2.72,0.56,1.15,6.64,0.063,19.5,0.95,0.97,416,100.7,81.4,0.0048,IV,544,54980,0
RB04468,12/16/2012 1:26,Thar Block A,Phyllite,819,102.4,7.7,103.1,3.7,2.07,2.7,0.54,1.99,7.36,0.068,19,0.92,1.07,416.6,103.7,87.7,0.005,IV,420,26080,0
RB02611,12/5/2010 13:45,Sindh Line A,Conglomerate,768,111.7,10.2,96.6,3.37,2.11,2.68,0.53,1.55,6.35,0.079,15.4,0.86,0.9,395.6,96.7,83.8,0.0046,III,254,8520,0
RB02477,1/24/1995 17:41,Skardu Access Tunnel,Phyllite,614,117.5,11.2,83.1,2.55,2.42,2.78,0.47,1.92,5.74,0.088,14.5,0.76,1.04,344.8,97.2,71.5,0.0044,II,376,19160,0
RB02584,6/23/2021 1:08,Sanghar Section 1,Dolomite,717,110.6,8.2,97.1,3.39,2.13,2.6,0.49,1.64,5.74,0.088,15.3,0.82,1,379.1,99.6,78.8,0.0047,III,356,26620,0
RB01374,2/15/2015 17:33,Sanghar Section 1,Conglomerate,679,123.4,11.2,87.4,3.63,3.11,2.74,0.46,1.67,6.85,0.07,13.6,0.73,1.06,362.3,95.5,73.8,0.0045,II,386,27780,0
RB00740,10/13/1992 10:12,Thar Block A,Chalk,593,137.9,10.1,70.6,2.66,3.1,2.74,0.4,0.91,6.35,0.085,11.1,0.68,1.28,340.1,93.8,69.9,0.0039,I,472,28920,0
RB03619,2/3/1999 4:05,Sindh Line A,Migmatite,793,108.7,10,95.3,2.6,2.41,2.65,0.48,1.86,6.32,0.074,16.6,0.85,1.02,386,96.3,82.2,0.0046,III,351,24360,0
RB02441,3/4/2007 17:16,Balochistan Deep Shaft,Gneiss,678,115.1,11.6,83.8,3.64,2.76,2.59,0.41,1.74,6.63,0.072,14.9,0.77,1.29,361.5,98.1,72.1,0.0041,II,296,11210,0
